,date,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports,region,region name
48,2021-04-04,23.0,30,64,13,0,0.0,0.0,32,0,23,0,30,0,40,0,37,0,0,0,,43,0.0,26,13,0.0,0.0,0.0,33,35,0.0,11,15,0,0,48,100,0,40,0,G,Champagne_Ardennes
49,2021-04-11,0.0,8,48,0,68,0.0,0.0,0,57,11,0,45,61,83,28,78,12,0,42,,38,0.0,0,15,0.0,19.0,0.0,0,15,0.0,0,0,26,0,23,26,15,0,0,G,Champagne_Ardennes
50,2021-04-18,0.0,7,54,0,30,0.0,0.0,0,0,21,0,37,21,52,0,34,0,0,50,,38,0.0,23,15,0.0,0.0,53.0,0,0,0.0,18,26,0,31,77,34,0,44,0,G,Champagne_Ardennes
51,2021-04-25,0.0,0,34,17,0,21.0,0.0,29,0,22,0,28,43,51,0,54,0,32,55,,32,0.0,14,12,29.0,0.0,47.0,0,22,0.0,16,0,27,0,58,77,0,0,0,G,Champagne_Ardennes
52,2021-05-02,0.0,14,31,38,40,0.0,0.0,30,44,6,0,32,26,56,19,65,0,0,26,,47,0.0,22,9,0.0,0.0,0.0,0,33,18.0,12,19,30,0,53,25,8,0,0,G,Champagne_Ardennes
53,2021-05-09,100.0,8,41,0,38,23.0,0.0,0,0,12,85,29,16,47,43,62,0,0,0,,27,0.0,10,10,0.0,0.0,0.0,31,49,0.0,31,37,0,0,43,0,0,53,0,G,Champagne_Ardennes
54,2021-05-16,22.0,23,46,20,0,100.0,0.0,0,0,24,0,38,15,43,0,47,0,0,21,,83,0.0,32,10,0.0,0.0,59.0,0,35,0.0,20,23,80,0,48,41,15,59,0,G,Champagne_Ardennes
55,2021-05-23,35.0,0,40,0,34,0.0,0.0,0,0,26,0,16,25,62,24,37,0,32,0,,88,0.0,20,9,0.0,0.0,0.0,86,22,0.0,25,50,36,0,48,55,0,0,0,G,Champagne_Ardennes
56,2021-05-30,0.0,8,46,25,0,0.0,0.0,0,0,0,0,22,31,47,32,61,0,21,35,,14,0.0,12,8,0.0,30.0,80.0,30,40,23.0,0,38,0,0,36,57,11,0,0,G,Champagne_Ardennes
57,2021-06-06,0.0,8,34,24,18,0.0,0.0,0,0,15,0,50,25,61,39,48,0,0,22,,76,0.0,21,7,0.0,0.0,50.0,22,51,0.0,14,0,0,0,68,13,0,0,0,G,Champagne_Ardennes
58,2021-06-13,0.0,17,25,20,30,0.0,30.0,0,0,23,0,43,24,30,0,65,0,0,42,,70,25.0,13,6,31.0,0.0,71.0,0,21,0.0,0,0,22,0,34,58,91,27,0,G,Champagne_Ardennes
59,2021-06-20,0.0,6,40,15,30,0.0,0.0,25,93,10,0,23,18,69,84,76,0,34,47,,63,32.0,22,7,0.0,30.0,0.0,0,28,0.0,16,0,18,0,0,24,10,19,0,G,Champagne_Ardennes
60,2021-06-27,0.0,14,24,0,51,0.0,0.0,0,0,21,53,30,55,51,0,83,0,26,35,,75,0.0,0,7,0.0,0.0,0.0,24,52,0.0,0,44,18,0,12,37,0,21,26,G,Champagne_Ardennes
61,2021-07-04,0.0,0,60,28,12,28.0,0.0,0,0,15,0,49,30,80,51,100,12,34,18,,49,0.0,24,9,0.0,62.0,0.0,26,0,0.0,0,29,43,0,40,0,11,0,0,G,Champagne_Ardennes
62,2021-07-11,0.0,9,45,0,0,0.0,0.0,0,32,23,0,46,19,67,31,78,0,78,19,,66,46.0,30,10,52.0,46.0,0.0,0,49,0.0,14,0,62,0,56,16,19,0,0,G,Champagne_Ardennes
63,2021-07-18,53.0,25,75,54,0,0.0,0.0,0,0,36,0,61,34,48,36,64,0,0,23,,70,0.0,0,9,0.0,32.0,0.0,26,21,0.0,0,0,72,0,49,22,0,0,0,G,Champagne_Ardennes
64,2021-07-25,0.0,15,58,30,14,37.0,0.0,0,0,18,0,58,47,34,100,53,12,0,65,,18,24.0,15,10,0.0,0.0,64.0,0,27,0.0,15,0,37,0,54,31,0,29,0,G,Champagne_Ardennes
65,2021-08-01,0.0,12,51,0,0,0.0,0.0,0,0,8,0,44,0,64,0,74,0,0,19,,0,100.0,0,7,86.0,0.0,0.0,0,14,0.0,21,26,62,0,51,58,15,48,0,G,Champagne_Ardennes
66,2021-08-08,0.0,10,36,0,16,0.0,0.0,0,0,21,65,51,38,51,60,45,0,0,49,,21,0.0,0,10,69.0,0.0,0.0,53,0,0.0,0,0,40,0,43,52,18,0,0,G,Champagne_Ardennes
67,2021-08-15,25.0,0,45,0,14,0.0,0.0,0,0,22,54,36,37,43,87,63,22,60,81,,95,44.0,0,7,0.0,0.0,92.0,0,34,0.0,16,0,0,0,46,40,38,0,0,G,Champagne_Ardennes
68,2021-08-22,0.0,0,37,34,0,0.0,0.0,0,0,23,0,60,41,39,31,82,0,37,32,,71,0.0,0,5,0.0,0.0,0.0,0,15,100.0,0,0,0,0,61,35,0,0,0,G,Champagne_Ardennes
69,2021-08-29,0.0,8,42,25,0,0.0,0.0,0,0,11,100,54,32,72,0,95,34,39,0,,77,27.0,21,6,0.0,38.0,0.0,0,25,0.0,11,40,91,0,87,42,0,0,0,G,Champagne_Ardennes
70,2021-09-05,0.0,0,47,0,44,0.0,0.0,0,0,12,0,45,38,42,0,56,0,0,50,,46,0.0,0,5,87.0,0.0,0.0,0,49,37.0,16,41,0,0,69,38,0,0,34,G,Champagne_Ardennes
71,2021-09-12,0.0,0,21,0,24,39.0,93.0,0,0,15,0,42,0,63,0,95,44,0,0,,26,42.0,0,4,0.0,0.0,97.0,0,16,0.0,15,28,26,0,42,34,20,0,0,G,Champagne_Ardennes
72,2021-09-19,0.0,39,42,0,29,0.0,0.0,27,0,49,0,46,27,32,37,46,0,0,0,,44,75.0,40,5,72.0,0.0,0.0,0,0,0.0,0,0,0,0,72,26,0,0,77,G,Champagne_Ardennes
73,2021-09-26,0.0,0,35,0,0,0.0,0.0,0,0,29,0,43,50,34,0,60,0,0,23,,91,0.0,0,5,0.0,0.0,0.0,0,21,0.0,0,31,25,0,47,53,0,0,0,G,Champagne_Ardennes
74,2021-10-03,0.0,0,43,16,37,0.0,0.0,0,0,58,0,52,0,21,64,48,0,0,0,,50,0.0,0,3,31.0,0.0,0.0,0,21,0.0,0,0,0,0,39,24,0,0,0,G,Champagne_Ardennes
75,2021-10-10,0.0,0,73,0,0,18.0,0.0,0,64,52,0,38,35,49,37,64,0,21,41,,48,0.0,27,4,0.0,0.0,0.0,0,26,0.0,0,0,0,35,48,38,11,0,0,G,Champagne_Ardennes
76,2021-10-17,0.0,0,38,0,26,0.0,24.0,41,0,61,90,58,30,76,33,90,0,0,0,,79,0.0,36,4,0.0,0.0,0.0,0,45,0.0,0,0,30,0,82,21,0,0,0,G,Champagne_Ardennes
77,2021-10-24,0.0,0,50,22,0,24.0,0.0,0,62,50,0,48,25,0,0,42,0,0,20,,91,0.0,0,4,63.0,0.0,0.0,60,32,0.0,0,38,0,0,60,52,0,32,0,G,Champagne_Ardennes
78,2021-10-31,37.0,0,47,24,0,0.0,0.0,29,0,46,0,33,27,41,58,42,0,34,39,,49,0.0,0,5,0.0,0.0,0.0,0,38,0.0,0,0,0,0,96,0,0,0,0,G,Champagne_Ardennes
79,2021-11-07,0.0,0,58,0,0,48.0,0.0,24,34,41,0,47,83,68,52,60,15,0,0,,64,0.0,0,6,0.0,0.0,0.0,0,26,0.0,15,0,19,0,40,72,22,0,0,G,Champagne_Ardennes
80,2021-11-14,0.0,9,43,64,34,0.0,0.0,61,0,30,0,52,44,80,34,70,0,45,0,,38,0.0,0,5,0.0,0.0,0.0,44,49,0.0,0,0,0,0,31,0,14,0,0,G,Champagne_Ardennes
81,2021-11-21,0.0,19,43,17,33,29.0,0.0,47,0,57,0,46,29,26,28,64,25,0,38,,39,0.0,15,7,0.0,0.0,0.0,0,18,0.0,0,23,26,0,49,0,0,23,0,G,Champagne_Ardennes
82,2021-11-28,0.0,11,68,0,40,0.0,0.0,0,0,48,0,41,45,46,68,52,100,0,23,,33,0.0,23,8,0.0,0.0,0.0,54,33,0.0,18,41,0,78,45,48,0,31,0,G,Champagne_Ardennes
83,2021-12-05,0.0,22,58,24,32,0.0,0.0,0,0,46,0,43,44,56,0,49,44,47,50,,18,0.0,30,7,0.0,100.0,0.0,0,32,16.0,26,36,34,36,52,23,0,0,0,G,Champagne_Ardennes
84,2021-12-12,0.0,11,71,16,30,0.0,25.0,0,0,58,0,58,40,25,36,26,0,33,100,,87,24.0,20,7,0.0,27.0,0.0,34,0,0.0,0,0,0,0,66,0,0,39,0,G,Champagne_Ardennes
85,2021-12-19,48.0,34,48,31,92,0.0,0.0,0,54,67,0,0,0,87,0,36,40,61,76,,33,31.0,0,11,0.0,0.0,0.0,0,100,0.0,0,34,55,0,58,0,14,38,0,G,Champagne_Ardennes
86,2021-12-26,45.0,95,92,30,48,0.0,0.0,0,71,74,0,100,63,29,0,54,71,0,34,,37,0.0,100,9,0.0,46.0,65.0,0,40,0.0,0,0,67,0,75,0,17,95,0,G,Champagne_Ardennes
87,2022-01-02,0.0,83,96,53,35,0.0,22.0,34,0,65,60,61,57,40,0,59,50,28,0,,75,0.0,39,9,0.0,33.0,0.0,34,41,0.0,0,49,27,0,67,32,0,66,47,G,Champagne_Ardennes
88,2022-01-09,36.0,53,76,0,100,33.0,67.0,0,59,41,0,53,32,86,47,52,0,0,0,,25,0.0,22,7,62.0,0.0,52.0,28,34,0.0,0,48,33,0,56,38,14,44,25,G,Champagne_Ardennes
89,2022-01-16,68.0,100,81,24,41,0.0,0.0,0,0,35,0,42,23,80,25,64,54,0,46,,48,0.0,56,7,0.0,0.0,0.0,52,46,0.0,26,26,39,0,88,14,0,0,100,G,Champagne_Ardennes
90,2022-01-23,43.0,84,81,52,61,33.0,0.0,0,100,33,0,39,67,56,53,78,22,0,0,,59,0.0,15,6,32.0,0.0,0.0,0,37,17.0,13,0,24,0,74,0,0,46,0,G,Champagne_Ardennes
91,2022-01-30,0.0,76,70,16,42,0.0,0.0,0,0,48,0,30,100,39,47,74,28,34,39,,72,0.0,29,5,0.0,0.0,0.0,0,0,0.0,0,17,30,0,41,35,0,0,0,G,Champagne_Ardennes
92,2022-02-06,0.0,45,44,0,52,0.0,0.0,22,0,28,0,42,26,36,46,59,10,0,36,,100,28.0,0,6,0.0,0.0,0.0,100,19,21.0,26,0,0,0,0,46,0,76,37,G,Champagne_Ardennes
93,2022-02-13,0.0,28,69,25,18,0.0,28.0,24,24,33,0,37,33,67,42,70,0,0,0,,52,0.0,16,4,59.0,0.0,0.0,28,26,13.0,0,46,53,0,51,37,0,0,0,G,Champagne_Ardennes
94,2022-02-20,0.0,13,55,23,27,0.0,0.0,0,0,0,0,45,17,44,20,68,17,31,39,,84,0.0,26,3,0.0,0.0,0.0,0,39,0.0,9,0,15,0,45,39,21,0,27,G,Champagne_Ardennes
95,2022-02-27,29.0,16,54,32,0,0.0,0.0,0,49,39,0,35,31,52,0,59,9,0,17,,31,34.0,33,3,41.0,0.0,0.0,0,29,0.0,24,0,24,0,54,28,0,34,0,G,Champagne_Ardennes
96,2022-03-06,0.0,18,46,38,47,0.0,0.0,48,0,38,0,35,45,45,0,73,0,39,54,,96,0.0,0,3,0.0,0.0,0.0,0,25,0.0,0,14,0,0,48,30,0,41,0,G,Champagne_Ardennes
97,2022-03-13,0.0,27,64,20,33,0.0,0.0,0,0,33,0,62,62,64,0,72,14,57,48,,68,0.0,0,3,0.0,0.0,0.0,0,29,0.0,0,13,32,0,59,35,0,0,0,G,Champagne_Ardennes
98,2022-03-20,0.0,37,80,50,41,16.0,0.0,28,0,100,0,40,42,58,0,95,0,22,49,,85,0.0,37,2,0.0,0.0,0.0,0,13,23.0,0,0,20,0,49,64,14,0,59,G,Champagne_Ardennes
99,2022-03-27,0.0,38,100,54,60,0.0,0.0,0,61,56,0,63,30,77,29,64,0,46,30,,62,44.0,0,3,0.0,0.0,56.0,0,0,0.0,0,18,0,27,63,32,0,0,16,G,Champagne_Ardennes
100,2022-04-03,30.0,36,97,49,61,0.0,22.0,0,0,65,0,63,32,62,41,82,11,16,18,,58,0.0,0,3,0.0,18.0,0.0,0,13,32.0,14,0,11,0,27,21,0,15,0,G,Champagne_Ardennes
101,2022-04-10,0.0,37,70,88,52,17.0,0.0,0,0,50,0,46,52,30,43,77,0,35,26,,32,0.0,13,2,0.0,0.0,0.0,26,0,0.0,10,0,24,0,31,17,13,60,0,G,Champagne_Ardennes
102,2022-04-17,0.0,21,62,19,45,0.0,0.0,0,0,33,52,39,36,53,76,54,0,47,53,,61,0.0,22,2,0.0,38.0,37.0,0,25,0.0,0,0,0,0,54,36,12,0,0,G,Champagne_Ardennes
103,2022-04-24,0.0,0,59,25,33,0.0,0.0,0,0,30,50,48,16,100,33,94,10,46,46,,83,0.0,0,2,56.0,0.0,0.0,0,46,0.0,0,0,40,0,51,24,0,42,0,G,Champagne_Ardennes
104,2022-05-01,25.0,5,71,17,22,0.0,0.0,0,0,33,0,55,0,53,0,49,19,29,0,,62,20.0,0,2,0.0,0.0,51.0,0,22,0.0,11,33,0,58,84,0,0,30,0,G,Champagne_Ardennes
105,2022-05-08,0.0,14,52,12,34,0.0,0.0,21,0,35,0,66,33,56,0,56,0,0,22,,77,0.0,27,2,0.0,19.0,0.0,0,25,31.0,10,38,14,0,58,0,0,41,0,G,Champagne_Ardennes
106,2022-05-15,0.0,18,58,44,35,30.0,0.0,0,0,40,0,52,51,78,0,66,10,0,29,,81,0.0,0,1,0.0,0.0,0.0,26,16,0.0,0,0,0,0,53,56,0,21,0,G,Champagne_Ardennes
107,2022-05-22,0.0,0,84,46,27,0.0,18.0,0,0,37,0,38,46,52,47,61,0,37,18,,73,0.0,0,2,0.0,0.0,0.0,0,32,0.0,0,0,0,0,41,0,9,30,0,G,Champagne_Ardennes
108,2022-05-29,0.0,10,51,57,29,0.0,21.0,0,48,28,0,32,45,52,0,87,0,26,49,,98,18.0,0,1,0.0,0.0,40.0,0,53,0.0,0,0,0,44,46,60,0,0,0,G,Champagne_Ardennes
0,2020-05-03,0.0,13,34,0,45,,0.0,0,21,23,0,38,64,33,19,36,0,0,19,,23,0.0,79,100,0.0,0.0,0.0,0,0,0.0,10,94,0,32,47,100,69,24,74,P,Basse_Normandie
1,2020-05-10,0.0,0,47,26,33,,0.0,0,0,19,0,35,26,0,0,45,0,0,32,,14,48.0,0,93,23.0,0.0,0.0,0,32,0.0,46,90,50,29,39,77,100,35,56,P,Basse_Normandie
2,2020-05-17,0.0,0,26,27,23,,0.0,0,0,23,0,54,29,84,0,51,0,31,0,,26,0.0,20,73,0.0,0.0,0.0,0,37,0.0,41,48,0,55,45,79,68,30,30,P,Basse_Normandie
3,2020-05-24,0.0,10,35,0,38,,0.0,0,52,17,0,54,33,35,0,52,0,21,26,,7,73.0,37,50,57.0,0.0,0.0,0,42,0.0,24,0,0,0,59,60,13,0,0,P,Basse_Normandie
4,2020-05-31,0.0,0,28,0,64,,28.0,0,0,15,21,72,47,42,0,64,0,0,21,,40,41.0,0,35,25.0,18.0,0.0,17,0,0.0,66,0,0,0,56,45,26,0,64,P,Basse_Normandie
5,2020-06-07,0.0,5,17,17,56,,0.0,32,0,16,0,53,10,43,41,63,42,0,22,,52,0.0,36,31,0.0,0.0,0.0,31,0,0.0,91,28,0,28,88,68,27,0,47,P,Basse_Normandie
6,2020-06-14,21.0,4,27,0,0,,0.0,0,0,9,0,60,30,50,23,41,11,36,12,,46,0.0,70,35,0.0,0.0,0.0,0,25,53.0,100,0,30,26,35,55,10,0,0,P,Basse_Normandie
7,2020-06-21,0.0,5,33,0,52,,0.0,0,33,7,0,53,36,52,0,50,0,0,44,,34,0.0,48,39,44.0,0.0,0.0,0,31,0.0,49,0,27,34,54,37,23,0,0,P,Basse_Normandie
8,2020-06-28,0.0,0,33,29,51,,0.0,0,47,13,0,33,42,47,0,83,0,0,79,,47,0.0,0,31,46.0,0.0,0.0,0,0,0.0,44,68,0,0,61,60,10,0,0,P,Basse_Normandie
9,2020-07-05,0.0,4,18,0,0,,0.0,28,0,23,0,33,24,47,48,63,14,36,19,,30,0.0,29,31,0.0,0.0,30.0,0,31,0.0,25,100,25,0,41,24,9,35,0,P,Basse_Normandie
10,2020-07-12,0.0,0,24,0,16,,0.0,0,0,16,0,33,22,47,0,37,0,0,45,,36,0.0,20,35,22.0,0.0,0.0,0,0,0.0,25,0,0,34,28,17,12,20,63,P,Basse_Normandie
11,2020-07-19,0.0,4,33,0,49,,75.0,72,0,21,35,68,27,56,31,32,0,32,22,,30,0.0,35,35,53.0,0.0,0.0,0,17,0.0,66,51,0,0,30,48,22,0,0,P,Basse_Normandie
12,2020-07-26,0.0,4,27,0,0,,38.0,52,0,23,0,45,38,30,12,76,0,0,17,,36,25.0,0,32,0.0,0.0,0.0,0,57,0.0,76,0,43,0,59,27,30,17,100,P,Basse_Normandie
13,2020-08-02,0.0,0,41,61,0,,0.0,0,0,22,28,80,13,25,13,48,0,0,0,,45,0.0,0,28,0.0,0.0,0.0,0,37,0.0,12,71,36,0,64,22,0,0,0,P,Basse_Normandie
14,2020-08-09,0.0,7,26,34,37,,34.0,0,0,21,0,49,32,43,14,56,0,40,28,,20,49.0,0,27,0.0,0.0,0.0,0,25,0.0,19,81,0,42,51,17,9,0,0,P,Basse_Normandie
15,2020-08-16,0.0,0,23,17,69,,0.0,0,68,19,24,55,30,51,0,75,0,22,0,,43,0.0,16,28,100.0,0.0,0.0,0,39,35.0,31,0,65,44,18,49,0,0,0,P,Basse_Normandie
16,2020-08-23,0.0,9,29,39,0,,0.0,0,0,51,42,56,68,55,14,64,0,30,15,,23,0.0,0,26,0.0,0.0,0.0,15,48,0.0,33,42,64,43,10,46,0,0,0,P,Basse_Normandie
17,2020-08-30,0.0,0,13,0,65,,28.0,0,0,0,0,62,35,62,24,85,0,49,15,,43,0.0,0,23,0.0,0.0,0.0,0,12,0.0,0,49,35,0,44,29,18,0,0,P,Basse_Normandie
18,2020-09-06,0.0,0,38,27,50,,0.0,0,36,56,40,25,38,51,0,61,0,25,50,,19,0.0,39,28,0.0,21.0,0.0,0,49,0.0,0,51,18,0,68,37,25,54,0,P,Basse_Normandie
19,2020-09-13,0.0,16,42,60,33,,27.0,0,40,48,0,42,37,63,39,72,0,0,14,,0,0.0,0,31,0.0,0.0,0.0,0,30,0.0,43,56,32,0,94,0,12,37,0,P,Basse_Normandie
20,2020-09-20,0.0,0,27,78,23,,0.0,24,0,35,89,29,31,41,0,80,0,29,41,,31,0.0,28,29,0.0,0.0,0.0,0,18,0.0,28,29,38,0,56,21,0,46,39,P,Basse_Normandie
21,2020-09-27,0.0,0,49,0,39,,71.0,0,0,29,0,48,46,39,33,61,0,0,29,,53,0.0,0,27,0.0,24.0,0.0,28,22,0.0,21,25,54,0,0,74,7,0,0,P,Basse_Normandie
22,2020-10-04,0.0,0,39,0,29,,0.0,0,30,14,34,74,36,35,13,43,0,50,23,,35,0.0,17,26,65.0,0.0,0.0,0,31,0.0,0,0,0,0,40,13,0,0,42,P,Basse_Normandie
23,2020-10-11,0.0,0,39,0,43,,0.0,0,31,19,0,32,40,42,0,40,0,28,31,,45,0.0,33,31,50.0,0.0,0.0,0,67,0.0,29,63,60,0,41,0,16,29,0,P,Basse_Normandie
24,2020-10-18,0.0,9,54,23,34,,0.0,0,0,30,0,73,60,52,22,63,0,0,65,,19,0.0,55,34,0.0,23.0,0.0,0,23,0.0,18,0,84,41,42,26,14,48,0,P,Basse_Normandie
25,2020-10-25,0.0,5,38,50,77,,33.0,0,44,16,48,58,50,64,0,32,0,0,36,,25,0.0,75,45,0.0,47.0,0.0,0,65,0.0,14,0,68,0,100,17,11,28,0,P,Basse_Normandie
26,2020-11-01,0.0,4,39,36,0,,0.0,54,0,25,0,27,41,40,0,70,0,57,22,,10,0.0,81,31,0.0,28.0,49.0,0,39,0.0,27,0,0,23,47,31,16,18,0,P,Basse_Normandie
27,2020-11-08,0.0,6,40,25,17,,0.0,40,0,20,74,47,55,67,30,60,0,28,16,,15,0.0,75,31,40.0,0.0,0.0,0,24,0.0,28,0,0,0,51,38,13,20,31,P,Basse_Normandie
28,2020-11-15,14.0,0,21,29,42,,0.0,0,0,25,0,53,14,30,0,46,0,23,36,,32,0.0,27,25,0.0,0.0,0.0,0,36,0.0,0,0,42,0,42,60,22,24,0,P,Basse_Normandie
29,2020-11-22,0.0,4,33,24,55,,0.0,0,36,24,29,54,21,10,34,49,0,0,15,,21,0.0,36,24,0.0,38.0,0.0,0,53,28.0,0,0,0,0,55,30,12,19,0,P,Basse_Normandie
30,2020-11-29,0.0,12,30,0,28,,0.0,0,0,25,0,84,29,48,16,44,12,31,0,,13,0.0,24,18,0.0,0.0,27.0,0,30,0.0,0,0,57,0,58,64,8,0,0,P,Basse_Normandie
31,2020-12-06,0.0,0,27,20,93,,0.0,0,63,21,0,17,28,23,0,10,9,38,0,,36,27.0,0,21,0.0,28.0,23.0,0,25,0.0,0,19,42,0,47,52,8,0,39,P,Basse_Normandie
32,2020-12-13,0.0,13,34,0,47,,0.0,40,52,25,46,26,32,53,39,57,0,0,43,,19,0.0,24,21,0.0,46.0,0.0,0,28,0.0,26,41,27,0,66,24,13,0,61,P,Basse_Normandie
33,2020-12-20,22.0,8,37,26,52,,0.0,24,75,33,0,16,29,86,28,42,0,33,0,,20,0.0,0,27,31.0,0.0,0.0,37,23,0.0,41,0,34,26,59,0,14,0,0,P,Basse_Normandie
34,2020-12-27,0.0,0,45,40,27,,0.0,17,35,17,34,64,21,42,33,24,0,27,0,,44,0.0,0,24,0.0,0.0,0.0,0,19,0.0,0,0,44,0,71,32,0,0,0,P,Basse_Normandie
35,2021-01-03,0.0,7,53,0,0,,40.0,25,0,33,37,56,37,49,27,61,0,0,31,,24,26.0,0,26,0.0,26.0,0.0,0,55,0.0,21,0,39,0,63,0,7,0,0,P,Basse_Normandie
36,2021-01-10,0.0,5,46,0,36,,0.0,0,0,9,0,23,38,42,33,81,0,0,50,,32,0.0,0,28,0.0,0.0,66.0,0,44,0.0,0,40,46,31,26,88,0,40,0,P,Basse_Normandie
37,2021-01-17,0.0,0,35,31,53,,0.0,0,0,37,35,60,0,46,0,81,0,0,46,,48,60.0,0,27,0.0,0.0,0.0,0,40,0.0,0,44,29,0,51,31,8,34,0,P,Basse_Normandie
38,2021-01-24,0.0,0,29,0,29,,0.0,20,0,31,42,28,31,68,31,63,0,25,65,,21,0.0,27,28,53.0,0.0,48.0,0,57,0.0,16,0,33,0,32,61,7,33,0,P,Basse_Normandie
39,2021-01-31,0.0,0,52,28,46,,0.0,0,0,37,60,43,74,61,16,53,0,23,37,,18,0.0,42,24,0.0,0.0,0.0,15,36,0.0,20,0,27,0,48,0,9,0,35,P,Basse_Normandie
40,2021-02-07,0.0,0,47,0,26,,0.0,0,0,8,0,32,41,21,18,34,0,0,0,,23,0.0,0,20,0.0,0.0,0.0,0,49,0.0,14,64,68,0,29,22,11,0,0,P,Basse_Normandie
41,2021-02-14,45.0,7,46,24,99,,0.0,26,0,32,0,74,51,56,26,59,11,0,27,,31,0.0,53,17,0.0,61.0,0.0,0,39,0.0,17,27,56,0,57,0,13,0,90,P,Basse_Normandie
42,2021-02-21,0.0,0,46,0,34,,87.0,0,0,40,0,50,17,51,22,56,0,33,19,,24,0.0,0,21,0.0,0.0,0.0,0,13,46.0,0,0,48,0,23,57,0,0,47,P,Basse_Normandie
43,2021-02-28,0.0,21,38,27,46,,37.0,16,0,15,0,37,21,76,0,74,0,0,20,,24,0.0,0,17,0.0,0.0,0.0,24,38,34.0,13,35,45,0,73,82,12,0,0,P,Basse_Normandie
44,2021-03-07,0.0,4,59,22,61,,0.0,31,0,17,0,35,47,41,22,77,0,0,26,,11,0.0,0,17,0.0,0.0,33.0,0,31,42.0,17,0,32,0,45,25,0,16,40,P,Basse_Normandie
45,2021-03-14,0.0,11,46,66,53,,0.0,0,0,21,36,29,45,82,60,61,0,0,35,,20,0.0,27,20,0.0,0.0,0.0,0,14,0.0,0,0,44,100,56,40,0,0,0,P,Basse_Normandie
46,2021-03-21,0.0,10,61,20,60,,0.0,0,0,32,0,57,18,68,40,70,0,0,0,,15,0.0,32,25,0.0,0.0,0.0,0,30,0.0,18,38,22,0,39,66,0,66,0,P,Basse_Normandie
47,2021-03-28,0.0,15,52,24,40,,66.0,42,100,47,0,45,29,22,31,76,0,0,28,,30,0.0,88,22,0.0,67.0,0.0,0,58,0.0,0,0,79,0,49,84,0,100,0,P,Basse_Normandie
48,2021-04-04,0.0,12,44,0,17,,0.0,41,0,39,65,94,37,58,16,72,0,50,100,,31,0.0,65,16,0.0,74.0,0.0,0,36,0.0,0,0,0,0,55,86,0,0,0,P,Basse_Normandie
49,2021-04-11,17.0,0,52,0,32,,42.0,0,0,58,0,59,34,61,37,98,0,0,36,,0,0.0,69,18,0.0,0.0,29.0,0,13,0.0,0,0,46,0,51,74,0,0,0,P,Basse_Normandie
50,2021-04-18,0.0,0,46,0,17,,0.0,31,0,20,0,45,39,47,100,76,0,0,38,,30,0.0,34,18,52.0,0.0,0.0,0,58,0.0,0,37,0,0,65,37,0,45,0,P,Basse_Normandie
51,2021-04-25,0.0,11,34,0,0,,50.0,0,0,36,0,31,0,10,0,43,19,33,19,,36,0.0,30,14,63.0,71.0,0.0,0,24,0.0,18,0,48,0,52,47,0,26,0,P,Basse_Normandie
52,2021-05-02,23.0,10,49,0,0,,0.0,0,22,10,0,45,63,73,27,82,0,35,0,,37,0.0,27,12,0.0,0.0,0.0,0,52,0.0,41,0,25,31,28,16,7,25,0,P,Basse_Normandie
53,2021-05-09,0.0,8,57,0,27,,0.0,0,0,6,0,62,69,46,18,43,0,0,36,,42,0.0,39,12,0.0,66.0,0.0,0,25,0.0,16,69,20,0,59,17,18,59,31,P,Basse_Normandie
54,2021-05-16,0.0,11,35,0,47,,0.0,68,0,25,38,70,100,67,42,66,0,0,18,,57,0.0,25,12,0.0,0.0,0.0,22,26,0.0,43,0,62,0,43,22,13,44,0,P,Basse_Normandie
55,2021-05-23,22.0,13,37,0,65,,0.0,0,29,24,0,63,45,51,27,53,0,0,51,,59,0.0,0,8,0.0,0.0,0.0,17,23,0.0,0,20,28,0,47,26,0,26,0,P,Basse_Normandie
56,2021-05-30,0.0,6,28,30,54,,48.0,56,31,17,0,62,43,56,12,58,31,57,29,,72,0.0,22,8,0.0,0.0,0.0,17,17,0.0,28,23,56,0,53,32,6,0,0,P,Basse_Normandie
57,2021-06-06,0.0,12,38,38,56,,0.0,17,0,0,88,63,0,43,0,81,0,25,18,,34,0.0,37,8,0.0,0.0,66.0,33,50,0.0,0,25,20,0,82,22,0,17,0,P,Basse_Normandie
58,2021-06-13,0.0,0,24,36,58,,0.0,0,0,27,36,63,30,50,39,55,0,100,0,,57,0.0,0,9,0.0,0.0,0.0,0,45,0.0,0,0,0,0,47,60,0,21,81,P,Basse_Normandie
59,2021-06-20,0.0,14,44,0,0,,56.0,0,0,20,0,65,14,53,46,63,0,0,17,,63,67.0,0,6,0.0,0.0,0.0,0,37,0.0,0,49,29,0,51,0,0,20,0,P,Basse_Normandie
60,2021-06-27,0.0,5,47,50,32,,0.0,0,0,25,0,97,29,57,15,34,0,0,25,,85,0.0,0,7,0.0,45.0,0.0,0,0,0.0,24,0,55,93,39,24,8,0,0,P,Basse_Normandie
